TeamID,Team,Year,dPTS,PTS,aPTS,Ring,W,Playoffs
261,Detroit Pistons,2013,-1.00647643,-0.793174433,0.213301997,0,29,0
407,New York Knicks,2018,-1.021682952,-0.501118102,0.520564851,0,29,0
342,New Orleans Pelicans,2016,-1.033943852,0.013096072,1.047039924,0,30,0
140,Minnesota Timberwolves,2009,-1.045808188,-0.519685641,0.526122547,0,24,0
65,Memphis Grizzlies,2007,-1.070431645,0.717336738,1.787768383,0,22,0
45,Atlanta Hawks,2006,-1.077707321,0.052101044,1.129808365,0,26,0
295,Boston Celtics,2014,-1.078787988,-1.154054991,-0.075267003,0,25,0
88,Portland Trail Blazers,2007,-1.088598627,-1.164905814,-0.076307187,0,32,0
208,Charlotte Bobcats,2011,-1.104334705,-1.574217316,-0.469882611,0,34,0
194,Sacramento Kings,2011,-1.118823756,-0.036823797,1.081999959,0,24,0
354,Milwaukee Bucks,2016,-1.125284424,-0.972383356,0.152901068,0,33,0
403,Brooklyn Nets,2018,-1.160072118,0.072056198,1.232128316,0,28,0
175,Washington Wizards,2010,-1.179431892,-1.051442537,0.127989355,0,26,0
89,Atlanta Hawks,2007,-1.204748924,-1.278330854,-0.07358193,0,30,0
236,Detroit Pistons,2012,-1.210913315,-1.370531138,-0.159617823,0,31.06060606,0
99,Memphis Grizzlies,2008,-1.234699769,0.151405096,1.386104865,0,22,0
257,Cleveland Cavaliers,2013,-1.239239652,-0.386031663,0.853207989,0,24,0
231,Washington Wizards,2012,-1.240640699,-0.666016536,0.574624163,0,24.84848485,0
110,New York Knicks,2008,-1.308485886,-0.591200851,0.717285035,0,23,0
178,Detroit Pistons,2010,-1.312337854,-1.60916423,-0.296826376,0,27,0
143,Oklahoma City Thunder,2009,-1.312364627,-0.716402804,0.595961823,0,23,0
189,Minnesota Timberwolves,2011,-1.315615902,0.383581217,1.699197119,0,17,0
294,Orlando Magic,2014,-1.320943319,-1.08912095,0.231822369,0,23,0
196,Toronto Raptors,2011,-1.328672599,-0.11967734,1.208995259,0,22,0
115,Minnesota Timberwolves,2008,-1.34023101,-0.853155699,0.487075311,0,22,0
148,Memphis Grizzlies,2009,-1.345767585,-1.462166379,-0.116398794,0,24,0
311,Denver Nuggets,2015,-1.347038881,0.345157371,1.692196252,0,30,0
109,Milwaukee Bucks,2008,-1.36438091,-0.571974807,0.792406103,0,26,0
413,Orlando Magic,2018,-1.366553595,-0.786067611,0.580485985,0,25,0
313,Sacramento Kings,2015,-1.388425626,0.31615255,1.704578176,0,29,0
249,Sacramento Kings,2013,-1.389558382,0.536825282,1.926383664,0,28,0
384,Philadelphia 76ers,2017,-1.424617942,-0.774298313,0.650319629,0,28,0
21,Charlotte Bobcats,2005,-1.432523531,-0.681778005,0.750745526,0,18,0
118,Los Angeles Clippers,2008,-1.43422072,-1.206434256,0.227786464,0,23,0
368,Phoenix Suns,2017,-1.456651472,0.519200032,1.975851504,0,24,0
49,New York Knicks,2006,-1.490006777,-0.346318702,1.143688075,0,23,0
324,Orlando Magic,2015,-1.50141108,-1.026770668,0.474640412,0,25,0
215,Sacramento Kings,2012,-1.519622528,0.635218084,2.154840612,0,27.33333333,0
207,New Jersey Nets,2011,-1.533607862,-1.353274535,0.180333327,0,24,0
176,Los Angeles Clippers,2010,-1.544674539,-1.182491897,0.362182642,0,29,0
233,New Jersey Nets,2012,-1.54683245,-0.804609573,0.742222877,0,27.33333333,0
414,Atlanta Hawks,2018,-1.559418124,-0.799168737,0.760249386,0,24,0
280,Los Angeles Lakers,2014,-1.562913064,0.469296019,2.032209083,0,27,0
29,New Orleans Hornets,2005,-1.616777712,-2.031189243,-0.414411531,0,18,0
144,Washington Wizards,2009,-1.618705514,-0.936608584,0.68209693,0,19,0
386,Orlando Magic,2017,-1.636284356,-1.110427814,0.525856542,0,29,0
418,Memphis Grizzlies,2018,-1.636582096,-1.880011702,-0.243429606,0,22,0
131,Sacramento Kings,2009,-1.639865413,0.152676007,1.79254142,0,17,0
200,Washington Wizards,2011,-1.64006928,-0.570768851,1.069300429,0,23,0
260,Phoenix Suns,2013,-1.691601929,-0.711745879,0.97985605,0,25,0
119,Miami Heat,2008,-1.704028171,-1.689488609,0.014539562,0,15,0
371,Brooklyn Nets,2017,-1.719246912,0.045017344,1.764264256,0,20,0
105,Oklahoma City Thunder,2008,-1.735999933,-0.468634821,1.267365112,0,20,0
298,Utah Jazz,2014,-1.741186559,-1.452161267,0.289025292,0,25,0
376,Los Angeles Lakers,2017,-1.745764588,-0.249095969,1.496668619,0,26,0
262,Orlando Magic,2013,-1.807337702,-0.974126775,0.833210927,0,20,0
351,Phoenix Suns,2016,-1.807481303,-0.484554669,1.322926634,0,23,0
419,Sacramento Kings,2018,-1.857005276,-2.014298252,-0.157292976,0,27,0
234,Cleveland Cavaliers,2012,-1.86550554,-0.820008799,1.045496741,0,26.09090909,0
146,Los Angeles Clippers,2009,-1.915230825,-1.165622595,0.74960823,0,19,0
355,Brooklyn Nets,2016,-1.987860552,-1.080425951,0.907434601,0,21,0
297,Milwaukee Bucks,2014,-1.993320057,-1.34000247,0.653317587,0,15,0
415,Chicago Bulls,2018,-2.029834716,-0.913803597,1.116031119,0,27,0
204,Cleveland Cavaliers,2011,-2.054648433,-1.031066312,1.023582121,0,19,0
318,Los Angeles Lakers,2015,-2.158386044,-0.37126171,1.787124334,0,21,0
169,Minnesota Timberwolves,2010,-2.203494506,-0.566864672,1.636629834,0,15,0
328,Philadelphia 76ers,2015,-2.229220423,-1.911417712,0.317802711,0,18,0
179,New Jersey Nets,2010,-2.251743894,-2.017550607,0.234193287,0,12,0
27,Atlanta Hawks,2005,-2.326853636,-1.032568348,1.294285288,0,13,0
329,New York Knicks,2015,-2.336197263,-1.931721086,0.404476177,0,17,0
59,Portland Trail Blazers,2006,-2.34486798,-2.053394077,0.291473903,0,21,0
265,Charlotte Bobcats,2013,-2.402513578,-1.1460315,1.256482078,0,21,0
288,Philadelphia 76ers,2014,-2.572583863,-0.377798053,2.19478581,0,19,0
359,Los Angeles Lakers,2016,-2.584151765,-1.430745881,1.153405884,0,17,0
322,Minnesota Timberwolves,2015,-2.748826242,-0.536589191,2.212237051,0,16,0
358,Philadelphia 76ers,2016,-2.767267768,-1.411101772,1.356165996,0,10,0
410,Phoenix Suns,2018,-2.783665963,-0.645230497,2.138435466,0,21,0
239,Charlotte Bobcats,2012,-3.576876688,-2.363781232,1.213095456,0,8.696969697,0
